rank,drug_name,target,binding_score
1546,chloramphenicol-sodium-succinate,New Target,14578.44
1547,inosine,New Target,14588.14
1548,simvastatin,New Target,14609.04
1549,isoxsuprine hydrochloride,New Target,14623.82
1550,enrofloxacin,New Target,14655.55
1551,cenobamate,New Target,14682.93
1552,toltrazuril,New Target,14698.43
1553,sulfamoxole,New Target,14735.01
1554,clopidogrel,New Target,14774.21
1555,nifedipine,New Target,14784.59
1556,ribavirin,New Target,14852.04
1557,sulfanilamide,New Target,14902.69
1558,fludarabine,New Target,14959.64
1559,pentolinium,New Target,14971.97
1560,dacarbazine,New Target,14998.09
1561,delapril,New Target,15049.31
1562,pitavastatin,New Target,15133.77
1563,ammonium-lactate,New Target,15142.92
1564,nimorazole,New Target,15155.36
1565,pyridoxal,New Target,15172.82
1566,sulfacetamide,New Target,15201.26
1567,aceclidine,New Target,15273.23
1568,oxiracetam,New Target,15372.95
1569,cefdinir,New Target,15390.19
1570,desipramine,New Target,15394.56
1571,enflurane,New Target,15401.28
1572,ephedrine-(racemic),New Target,15662.94
1573,domperidone,New Target,15665.4
1574,buspirone,New Target,15734.63
1575,oseltamivir-carboxylate,New Target,15934.72
1576,artemether,New Target,16073.99
1577,camostat-mesilate,New Target,16103.31
1578,cinepazet,New Target,16135.06
1579,paracetamol,New Target,16154.14
1580,nifurtimox,New Target,16305.23
1581,mephentermine,New Target,16444.38
1582,drofenine,New Target,16453.41
1583,panthenol (dl),New Target,16490.11
1584,ethionamide,New Target,16500.8
1585,iodoquinol,New Target,16557.76
1586,neostigmine,New Target,16637.63
1587,sacubitril,New Target,16751.13
1588,diosmetin,New Target,16769.0
1589,beclamide,New Target,16785.51
1590,tranylcypromine hydrochloride,New Target,16891.34
1591,xylazine,New Target,16941.91
1592,oxyquinoline,New Target,16992.74
1593,cefuroxime,New Target,17044.09
1594,melevodopa,New Target,17106.77
1595,sulfamethazine,New Target,17116.87
1596,perchlozone,New Target,17119.56
1597,methoxsalen,New Target,17160.98
1598,methenamine,New Target,17184.06
1599,aspirin,New Target,17300.63
1600,cinoxate,New Target,17303.51
1601,dopamine,New Target,17304.09
1602,isoflurane,New Target,17348.08
1603,idoxuridine,New Target,17356.81
1604,tazobactam,New Target,17381.46
1605,ethylenediaminetetraacetic-acid,New Target,17414.36
1606,thiotepa,New Target,17445.58
1607,florfenicol,New Target,17481.36
1608,florfenicol,New Target,17481.81
1609,propacetamol,New Target,17490.1
1610,levocarnitine-propionate,New Target,17496.72
1611,tazobactam,New Target,17512.72
1612,zonisamide,New Target,17637.51
1613,propyl-benzoate,New Target,17638.39
1614,trichloroacetic-acid,New Target,17696.88
1615,nifuroxazide,New Target,17721.78
1616,sulfachlorpyridazine,New Target,17776.38
1617,sulfaphenazole,New Target,17787.03
1618,chlorobutanol,New Target,17804.14
1619,dinitolmide,New Target,17829.52
1620,protirelin,New Target,17843.25
1621,trifluridine,New Target,17944.5
1622,tiabendazole,New Target,18000.86
1623,avobenzone,New Target,18059.84
1624,resorcinol-monoacetate,New Target,18124.22
1625,sulmetozine,New Target,18126.31
1626,scmc-lys,New Target,18520.42
1627,amidopyrine,New Target,18552.86
1628,propentofylline,New Target,18572.57
1629,gadoterate-meglumine,New Target,18594.44
1630,ketoprofen,New Target,18716.75
1631,tranylcypromine sulfate,New Target,18737.43
1632,trimetozine,New Target,18861.43
1633,diloxanide,New Target,18861.7
1634,zotepine,New Target,18897.56
1635,protirelin,New Target,18958.59
1636,nevirapine,New Target,18985.02
1637,phenacemide,New Target,19232.3
1638,fenoprofen,New Target,19306.33
1639,sivelestat,New Target,19343.14
1640,fosphenytoin,New Target,19350.92
1641,praziquantel,New Target,19545.73
1642,perchlozone,New Target,19693.91
1643,trimethadione,New Target,19705.43
1644,carboplatin,New Target,19717.21
1645,mestinon,New Target,19723.04
1646,gimeracil,New Target,19738.56
1647,metolazone,New Target,19763.94
1648,alprostadil,New Target,19785.09
1649,proguanil,New Target,19827.99
1650,metharbital,New Target,19839.22
1651,deferasirox,New Target,19841.74
1652,dicoumarol,New Target,19987.67
1653,triamterene,New Target,20051.23
1654,etofibrate,New Target,20078.53
1655,istradefylline,New Target,20189.42
1656,phenindione,New Target,20194.72
1657,sotalol,New Target,20226.93
1658,finasteride,New Target,20305.8
1659,acefylline,New Target,20369.29
1660,metoprolol,New Target,20377.33
1661,dihydroxyacetone,New Target,20388.0
1662,glycol salicylate,New Target,20388.78
1663,felbamate,New Target,20479.87
1664,acipimox,New Target,20502.5
1665,suxibuzone,New Target,20549.31
1666,benzyl-benzoate,New Target,20574.68
1667,sclareolide,New Target,20799.65
1668,valpromide,New Target,20804.54
1669,l-cysteine,New Target,20845.64
1670,phenazopyridine,New Target,21005.72
1671,tolonidine,New Target,21014.95
1672,benzoyl-peroxide,New Target,21160.5
1673,zidovudine,New Target,21205.12
1674,5-aminolevulinic-acid,New Target,21237.61
1675,ibuprofen-lysine,New Target,21347.68
1676,mizoribine,New Target,21506.04
1677,eprazinone,New Target,21537.68
1678,tolnaftate,New Target,21688.85
1679,dexpanthenol,New Target,21773.37
1680,lomustine,New Target,21858.47
1681,taurolidine,New Target,21910.33
1682,cyclophosphamide,New Target,21933.16
1683,halazone,New Target,21936.12
1684,fluvoxamine,New Target,22103.46
1685,oxyphencyclimine,New Target,22213.79
1686,cycloserine-(d),New Target,22512.02
1687,cinoxacin,New Target,22572.47
1688,trimetazidine,New Target,22705.31
1689,fluorescein,New Target,22872.49
1690,mesalazine,New Target,23079.62
1691,telbivudine,New Target,23152.6
1692,sulfasalazine,New Target,23194.38
1693,eperisone,New Target,23305.62
1694,aminohydroxybutyric-acid,New Target,23431.35
1695,saccharin,New Target,23626.57
1696,mesna,New Target,23747.26
1697,fudosteine,New Target,23834.88
1698,nizatidine,New Target,23974.19
1699,betazole,New Target,24036.24
1700,eflornithine,New Target,24055.52
1701,fenoprofen,New Target,24063.67
1702,monobenzone,New Target,24108.06
1703,thiomersal,New Target,24175.95
1704,sulfamethoxazole,New Target,24188.09
1705,phenelzine,New Target,24227.41
1706,chloroxylenol,New Target,24285.75
1707,malotilate,New Target,24323.62
1708,sulfadoxine,New Target,24359.01
1709,tryptophan,New Target,24583.25
1710,flumecinol,New Target,24629.89
1711,pidotimod,New Target,24652.19
1712,dapsone,New Target,24653.72
1713,hydralazine,New Target,24735.12
1714,deferiprone,New Target,24735.3
1715,isoleucine,New Target,24757.36
1716,emorfazone,New Target,24853.63
1717,malathion,New Target,24938.95
1718,dexrazoxane,New Target,25031.7
1719,roxarsone,New Target,25105.25
1720,fluciclovine (18f),New Target,25177.14
1721,doxepin,New Target,25206.76
1722,ticlopidine,New Target,25295.97
1723,marbofloxacin,New Target,25327.28
1724,doxifluridine,New Target,25649.77
1725,sulfafurazole,New Target,25735.45
1726,timonacic,New Target,25821.2
1727,levosimendan,New Target,26270.06
1728,actarit,New Target,26292.37
1729,aminosalicylate,New Target,26329.27
1730,sulfametopyrazine,New Target,26372.49
1731,chlorproguanil,New Target,26412.43
1732,methylparaben,New Target,26427.8
1733,sulfameter,New Target,26522.65
1734,nicotinamide,New Target,26588.13
1735,nedaplatin,New Target,26595.49
1736,cytarabine,New Target,26700.19
1737,gepefrine,New Target,26763.58
1738,phenolsulfonphthalein,New Target,26789.24
1739,nitarsone,New Target,26831.36
1740,tepilamide fumarate,New Target,26860.56
1741,acriflavine,New Target,26896.32
1742,dichlorvos,New Target,26996.86
1743,pralidoxime-chloride,New Target,27080.97
1744,pralidoxime,New Target,27122.51
1745,cidofovir,New Target,27222.05
1746,acriflavinium,New Target,27244.65
1747,fomepizole,New Target,27383.52
1748,ciprofibrate,New Target,27395.67
1749,nitroxoline,New Target,27463.82
1750,sodium-dodecyl-sulfate,New Target,27507.3
1751,menadione,New Target,27580.95
1752,melphalan,New Target,27960.69
1753,anisindione,New Target,27999.92
1754,ipragliflozin-l-proline,New Target,28121.66
1755,diphemanil,New Target,28189.62
1756,seratrodast,New Target,28672.64
1757,todralazine,New Target,28943.58
1758,gabapentin,New Target,29021.49
1759,phenazone,New Target,29189.0
1760,selenomethionine,New Target,29774.81
1761,phloroglucin,New Target,29791.42
1762,felbinac-ethyl,New Target,29864.58
1763,althiazide,New Target,29911.73
1764,toloxatone,New Target,30088.3
1765,robenidine,New Target,30407.0
1766,sulfamerazine,New Target,30576.66
1767,metronidazole,New Target,30607.98
1768,nabumetone,New Target,30629.26
1769,miglitol,New Target,30699.77
1770,penicillamine-(racemic),New Target,30847.14
1771,oxatomide,New Target,30927.29
1772,difenpiramide,New Target,31010.27
1773,nitromide,New Target,31036.79
1774,paroxypropione,New Target,31048.72
1775,clomethiazole,New Target,31156.42
1776,levocarnitine,New Target,31185.95
1777,phenprobamate,New Target,31226.72
1778,4-aminohippuric-acid,New Target,31231.81
1779,secnidazole,New Target,31241.13
1780,aceglutamide,New Target,31326.58
1781,metergoline,New Target,31434.31
1782,mebendazole,New Target,31526.81
1783,trimethobenzamide,New Target,31559.37
1784,metacresol,New Target,32034.8
1785,metergoline,New Target,32525.0
1786,chlorocresol,New Target,32689.83
1787,pantothenic-acid,New Target,32767.7
1788,aminocaproic-acid,New Target,32851.55
1789,propatylnitrate,New Target,33281.37
1790,levonordefrin,New Target,33381.69
1791,telmesteine,New Target,33811.52
1792,carmustine,New Target,33915.29
1793,acetohydroxamic-acid,New Target,34242.35
1794,bentiromide,New Target,34273.22
1795,tandospirone,New Target,34700.01
1796,urea,New Target,34725.9
1797,pyritinol,New Target,34740.99
1798,fenoverine,New Target,35074.33
1799,morinidazole,New Target,35106.19
1800,mecysteine hydrochloride,New Target,35417.55
1801,sulfadiazine,New Target,35493.86
1802,dimetridazole,New Target,35656.03
1803,benzyl-alcohol,New Target,35659.9
1804,clevudine,New Target,35891.2
1805,pirfenidone,New Target,35967.43
1806,enbucrilate,New Target,35991.91
1807,riodoxol,New Target,36350.38
1808,zuclopenthixol,New Target,36354.97
1809,diclofenamide,New Target,36460.28
1810,tofisopam,New Target,36465.71
1811,uracil,New Target,36543.32
1812,idarubicin,New Target,36565.62
1813,ornidazole,New Target,36603.7
1814,alpelisib,New Target,36647.75
1815,diphenylpyraline,New Target,36746.78
1816,didox,New Target,36760.39
1817,glycerol-monolaurate,New Target,37078.38
1818,methionine,New Target,37168.63
1819,penicillamine-(d),New Target,37173.97
1820,lamotrigine,New Target,37208.09
1821,miglitol,New Target,37301.08
1822,benzocaine,New Target,37302.1
1823,medronic-acid,New Target,37445.4
1824,vidarabine,New Target,37563.77
1825,l-glutamine,New Target,37570.72
1826,oxymatrine,New Target,37663.72
1827,chlorzoxazone,New Target,37681.17
1828,oxymatrine,New Target,37774.69
1829,adenosine,New Target,38003.48
1830,terbinafine,New Target,38046.45
1831,tinidazole,New Target,38059.47
1832,monoctanoin,New Target,38548.16
1833,olsalazine,New Target,39073.11
1834,fumagillin,New Target,39166.56
1835,betaine,New Target,39213.98
1836,phenylephrine,New Target,39240.13
1837,diazoxide,New Target,39689.56
1838,riociguat,New Target,39730.89
1839,chloramphenicol,New Target,39860.01
1840,fumagillin,New Target,39919.35
1841,resorcinol,New Target,40016.51
1842,clevudine,New Target,40194.09
1843,dimercaptosuccinic-acid,New Target,41217.16
1844,fotemustine,New Target,41223.21
1845,ethambutol,New Target,41298.06
1846,phenylbutyrate,New Target,41314.73
1847,dichlorophen,New Target,41373.45
1848,azacitidine,New Target,41539.51
1849,nifursol,New Target,41831.11
1850,fosfestrol,New Target,41915.42
1851,nitisinone,New Target,42065.47
1852,cytidine,New Target,42252.98
1853,pyridoxine,New Target,42454.44
1854,l-methionine,New Target,42602.76
1855,gabapentin-enacarbil,New Target,42845.24
1856,l(-)sorbose,New Target,42874.9
1857,cresol,New Target,43671.22
1858,piperazine,New Target,44371.24
1859,salicylic-acid,New Target,44485.4
1860,ifosfamide,New Target,44597.57
1861,linsidomine,New Target,44614.08
1862,bismuth-subsalicylate,New Target,44816.38
1863,dimercaprol,New Target,45123.08
1864,fenigam,New Target,45325.33
1865,propiolactone,New Target,45541.3
1866,hydroquinone,New Target,45621.43
1867,n-acetyl-tyrosine,New Target,46062.33
1868,carglumic-acid,New Target,46468.94
1869,cysteamine,New Target,46984.22
1870,betahistine,New Target,47008.89
1871,guanidine,New Target,47015.88
1872,mandelic-acid,New Target,47033.19
1873,fenbufen,New Target,47200.22
1874,carbazochrome,New Target,47445.02
1875,chlorambucil,New Target,47483.42
1876,rosoxacin,New Target,47528.61
1877,hydroxyurea,New Target,47553.21
1878,trientine,New Target,47988.29
1879,dienestrol,New Target,48048.51
1880,curcumin,New Target,48108.16
1881,acetarsol,New Target,48232.72
1882,cyclobenzaprine,New Target,48752.58
1883,aspartame,New Target,49606.24
1884,febantel,New Target,49871.47
1885,arsenic trioxide diethanolamine salt,New Target,50455.28
1886,moroxydine hcl,New Target,51879.56
1887,mercaptopurine,New Target,52018.26
1888,thiamphenicol,New Target,53711.52
1889,isoflurophate,New Target,53869.2
1890,adrafinil,New Target,54361.46
1891,sulfapyridine,New Target,54500.91
1892,agomelatine,New Target,54744.75
1893,homochlorcyclizine 2hcl,New Target,54908.72
1894,coumarin,New Target,55209.57
1895,fludarabine-phosphate,New Target,55344.86
1896,cridanimod,New Target,55372.45
1897,altretamine,New Target,55429.27
1898,ornithine,New Target,56393.91
1899,oxolamine,New Target,56621.65
1900,dalfampridine,New Target,56646.71
1901,mycophenolate-mofetil,New Target,56726.35
1902,l-glutamic-acid,New Target,57090.43
1903,troclosene,New Target,57646.16
1904,clofibric-acid,New Target,57769.31
1905,butalbital,New Target,59560.29
1906,cisplatin,New Target,60163.34
1907,baclofen,New Target,60234.4
1908,alanine,New Target,61001.25
1909,clofibrate,New Target,61126.52
1910,olopatadine,New Target,61211.83
1911,bepridil,New Target,61985.54
1912,isosorbide-dinitrate,New Target,62496.4
1913,methoxyflurane,New Target,62817.12
1914,felbinac,New Target,63977.07
1915,l-alanine,New Target,64655.92
1916,chloramine-t,New Target,64803.4
1917,nedaplatin,New Target,65162.17
1918,edaravone,New Target,65248.84
1919,mercaptosuccinic-acid,New Target,65338.47
1920,allopurinol,New Target,65599.83
1921,chromocarb,New Target,66055.02
1922,creatine,New Target,67190.94
1923,hydroxyzine,New Target,67206.47
1924,isosorbide-mononitrate,New Target,67222.24
1925,hydroxyzine pamoate,New Target,67672.82
1926,amifampridine,New Target,67885.67
1927,meldonium,New Target,68295.37
1928,azelaic-acid,New Target,68321.73
1929,nicotinyl-alcohol-tartrate,New Target,70033.03
1930,d-serine,New Target,70662.29
1931,dosulepin,New Target,71169.87
1932,alclofenac,New Target,71180.15
1933,procaine,New Target,71754.42
1934,aurothioglucose,New Target,72057.42
1935,mequinol,New Target,72119.51
1936,fluoromethylcholine,New Target,73186.41
1937,equol,New Target,73430.26
1938,propylene-glycol,New Target,74035.62
1939,nelarabine,New Target,74092.39
1940,fenofibric-acid,New Target,76796.06
1941,bendazac,New Target,77535.97
1942,fosfosal,New Target,77764.9
1943,l-aspartic-acid,New Target,78200.31
1944,mycophenolic-acid,New Target,78316.77
1945,fenofibrate,New Target,79588.02
1946,levodopa,New Target,79716.34
1947,midodrine,New Target,79842.9
1948,pyrazinamide,New Target,80504.96
1949,levocetirizine,New Target,80732.08
1950,adrenalone,New Target,81139.24
1951,cetirizine,New Target,81313.39
1952,ronidazole,New Target,82050.97
1953,sodium-monofluorophosphate,New Target,84484.39
1954,hydralazine,New Target,84733.45
1955,methimazole,New Target,87478.44
1956,undecylenic-acid,New Target,87925.34
1957,benztropine mesylate,New Target,90170.31
1958,benztropine-mesylate,New Target,90309.65
1959,caprylic-acid,New Target,90413.56
1960,parachlorophenol,New Target,91399.3
1961,allantoin,New Target,92354.83
1962,dextrose,New Target,92885.77
1963,rosmarinic-acid,New Target,93878.68
1964,sodium-nitrite,New Target,93987.54
1965,solriamfetol,New Target,95428.78
1966,isometheptene-mucate,New Target,96553.9
1967,benzoic-acid,New Target,96818.65
1968,aurothioglucose,New Target,97463.95
1969,bendamustine,New Target,97691.64
1970,terbutaline,New Target,98282.58
1971,dimethicone,New Target,98581.25
1972,nortriptyline,New Target,101037.04
1973,chloroxoquinoline,New Target,101047.25
1974,bronopol,New Target,102378.94
1975,xylose,New Target,104573.05
1976,trometamol,New Target,104757.52
1977,arsenic-trioxide,New Target,105597.29
1978,acexamic-acid,New Target,106096.46
1979,gluconolactone,New Target,106556.19
1980,chloroprocaine,New Target,108434.9
1981,decitabine,New Target,109749.55
1982,molsidomine,New Target,110770.59
1983,niacin,New Target,114784.5
1984,glucosamine,New Target,117118.21
1985,tartaric-acid,New Target,120834.57
1986,amfenac,New Target,126166.77
1987,mecysteine,New Target,126790.73
1988,ambrisentan,New Target,128837.92
1989,nitrofurazone,New Target,129237.4
1990,isoniazid,New Target,136592.73
1991,thiamine,New Target,137657.08
1992,chlorcyclizine,New Target,139200.32
1993,tolazamide,New Target,155502.96
1994,cyclizine,New Target,166968.52
1995,sucralose,New Target,168960.93
1996,tagatose,New Target,171751.06
1997,l-proline,New Target,185789.24
1998,ephedrine,New Target,193117.62
1999,erythritol,New Target,220977.61
2000,nomifensine,New Target,236400.97
2001,3-bromocamphor,New Target,236734.27
2002,arglabin,New Target,243192.0
2003,monomethyl-fumarate,New Target,275947.01
2004,streptozotocin,New Target,282957.35
2005,adenosine 5-monophosphate,New Target,284051.7
2006,adenosine-phosphate,New Target,288226.86
2007,emedastine,New Target,291736.55
2008,dydrogesterone,New Target,302780.1
2009,amitriptyline,New Target,309453.74
2010,lasmiditan,New Target,317054.06
2011,medrysone,New Target,341593.23
2012,potassium-iodide,New Target,349834.74
2013,varenicline tartrate,New Target,373669.53
2014,detomidine,New Target,422788.42
2015,guanaben-acetate,New Target,435189.97
2016,phenytoin,New Target,448284.97
2017,noretynodrel,New Target,487251.72
2018,escitalopram,New Target,510746.12
2019,valproic-acid,New Target,527388.51
2020,carprofen,New Target,535928.1
2021,besifloxacin,New Target,576732.58
2022,dimethyl-fumarate,New Target,596533.8
2023,nifurtimox,New Target,617313.9
2024,diclofenac,New Target,632028.63
2025,aceclidine hcl,New Target,641443.68
2026,chlormadinone-acetate,New Target,680999.36
2027,rufinamide,New Target,686513.56
2028,dimpylate,New Target,704520.03
2029,bromodiphenhydramine,New Target,707917.58
2030,lofexidine,New Target,718328.73
2031,tipiracil,New Target,744737.08
2032,neca,New Target,755559.92
2033,antioxine,New Target,775820.39
2034,7-keto-dhea,New Target,776091.96
2035,pidolic-acid,New Target,791048.51
2036,glipizide,New Target,796163.15
2037,teneligliptin,New Target,798392.34
2038,vardenafil,New Target,836466.24
2039,bephenium-hydroxynaphthoate,New Target,837712.49
2040,pipamperone,New Target,840294.53
2041,ademetionine,New Target,882079.91
2042,cephapirin,New Target,945134.89
2043,flucytosine,New Target,974794.5
2044,pazopanib,New Target,982135.7
2045,metaraminol,New Target,1034918.32
2046,fenipentol,New Target,1047858.37
2047,clomipramine,New Target,1064763.89
2048,spaglumic-acid,New Target,1079145.97
2049,nifenalol,New Target,1086582.67
2050,foscarnet,New Target,1116629.26
2051,erdosteine,New Target,1145608.5
2052,inimur,New Target,1152579.72
2053,levomenol,New Target,1164579.71
2054,methoxyphenamine,New Target,1250118.93
2055,moroxydine,New Target,1381289.17
2056,taurine,New Target,1833766.34
2057,succinic-acid,New Target,2045380.25
